nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
0.38168192,0.36874944,0.3730964,0.38075182,0.38465545,0.46718627,0.46577737,,0.58058286,0.70261884,0.68757486,0.70753473,0.7093524,,,,
0.37955338,0.3653943,0.36983806,0.37783062,0.38073742,0.4651491,0.46600732,,0.5894213,,0.69792145,0.72259295,0.7205627,,,,
0.37811345,0.36369705,0.36772856,0.37467512,0.3790319,0.46448648,0.4652112,0.58967507,0.5841326,,0.6902009,0.7127019,0.71357024,,,,
0.37274298,0.35811794,0.3602427,0.371884,0.373666,0.46061426,0.46277198,0.59028566,0.58737403,,0.6969135,0.7175952,0.71973395,,,,
0.3599778,0.3464187,0.3492344,0.36374316,0.36627528,0.45851386,0.4604404,0.59117943,0.58729357,,0.70775145,0.7277981,0.7313138,,,,
0.35858485,0.34399232,0.34535617,0.35688984,0.36057517,0.45067954,0.45397937,0.5882901,0.583598,,0.7025253,0.7258746,0.7266633,,,,
0.33715007,0.32208842,0.32494894,0.34028944,0.34252235,0.43910015,0.4411041,0.57194906,0.5690246,,0.6903112,0.7170203,0.7163069,,,,
0.3299529,0.31345376,0.31415161,0.32841843,0.327992,0.4274292,0.4332026,0.5682303,0.5673804,0.70082676,0.69981205,0.7171781,0.7195058,,,,
0.31873113,0.303496,0.30292282,0.3219898,0.31882462,0.42081282,0.42267773,0.56958425,0.5675704,0.7089008,0.6996478,0.7211958,0.72307676,,,,
0.30412608,0.2868243,0.2886454,0.306436,0.303707,0.41184732,0.41695687,0.551769,0.56185603,0.70017326,0.69576734,0.712758,0.70833087,,,,
0.29215217,0.27435827,0.27324626,0.29573745,0.2900619,0.4005785,0.4068688,0.5522779,0.5628077,0.70698905,0.69695747,0.71805644,0.7111825,,,,
0.288792,0.27049723,0.27027828,0.28936663,0.2847367,0.39312494,0.40438956,0.54961723,0.5594571,0.70670843,0.6912881,0.71636003,0.71318424,,,,
0.27505004,0.255374,0.25400984,0.2734248,0.26803392,0.3759234,0.39912936,0.5352997,0.5612789,0.67545795,0.70113754,0.71726507,0.71567917,,,,
0.26352066,0.24499504,0.24389291,0.26478153,0.25808924,0.36783612,0.39474353,0.5273996,0.56846833,0.6616254,0.7150919,0.70419073,0.70356697,,,,
0.2545543,0.23693882,0.23570484,0.2602675,0.25289398,0.35093328,0.40199447,0.52916926,0.58760685,0.6680789,0.73317516,0.7046956,0.7118735,,,,
0.24511641,0.2291408,,0.2562205,0.2508216,0.33454156,0.40690312,0.50933826,0.594684,0.66158235,0.7387105,0.6776631,0.6850896,,,,
,,,,,0.30031508,0.38203654,,0.602393,,0.7565264,,0.67564964,,,,
,,,,,0.31356326,0.40184614,0.5122247,,,,,,,,,
,,,0.25709322,,0.32742733,0.42097753,0.55459505,,,,,,,,,
,,,,,0.37366816,,,,,,,,,,,
0.29959315,0.26268137,0.27184418,0.2895779,0.29283404,0.45103034,0.51878345,,,,,,,,,,
0.35657772,0.30001366,0.31357443,0.3225978,0.34737068,0.4893373,0.6302345,0.7625839,,,,,,,,,
