nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
,0.4328055,0.43204725,,0.43944702,0.49001163,0.4889366,,,,,0.64201564,0.6440985,,,,
,0.42897555,0.43004328,,0.43690404,0.48729038,0.49079818,,,,,0.6348383,0.637988,0.7279772,,,
,0.4299614,0.43136215,,0.4379717,0.48754162,0.49184358,,,,,,,0.72900265,,,
0.43461043,0.42952222,0.43112776,,0.43712568,0.48783442,0.49335992,,,,,,,,,,
,0.43131703,0.43238556,,0.43429703,0.48550463,0.49016064,,,,,,,,,,
0.43423647,0.42929325,0.4306416,0.43689924,0.43493375,0.48441026,0.49091887,,,,,,0.6418244,,,,
,0.429633,0.4302081,,0.4354614,0.4847136,0.48868808,,,,,0.63906443,,,0.7462181,,
0.43552554,0.4292587,0.42789876,0.43762898,0.43588373,0.48900908,,,,,,,,,,,
,0.4285304,0.42730305,,0.43457636,0.49295995,0.49516672,0.5585239,0.57201433,,,0.64336395,0.64505017,,,,
,0.43013185,0.43008634,0.4368378,0.4356819,0.49458367,0.49724144,,0.58623105,,,0.64648896,0.6463246,,,,
0.43448862,0.42684275,0.42515403,0.43522677,0.43340716,0.49304968,0.49438724,,,0.6384712,,0.6406464,0.64341676,,,,
0.43417758,0.42541605,0.42412275,0.43476304,0.4336017,0.4993549,0.50203705,0.57092863,0.59206855,,,0.654777,0.65531623,,,,
,0.4120539,0.41375452,0.41961604,0.41851795,0.48423037,0.4845847,0.55784583,,0.6468246,,0.646955,0.65980685,,,,
,0.39480388,0.39534932,0.40424165,0.40623337,0.4728235,0.4763865,,,,,,,,,,
,0.3808974,0.37974524,0.39414632,0.39468008,0.4688639,0.4716656,0.5660608,0.56515646,,,0.6573028,0.66145086,,,,
0.37760192,0.36864603,0.36830908,0.38161385,0.38270706,0.46050486,0.46120605,0.5562126,0.5634797,,,0.6571377,0.6622138,,,,
0.36502314,0.35339674,0.3531947,0.3683277,0.36676967,0.45681915,0.4487817,0.56110144,,,,0.65736324,0.65834606,,,,
0.3591455,0.3474589,0.34861624,0.36211762,,0.44432494,0.43686736,0.5679957,,,,0.65253735,0.63846326,,,,
0.36186656,0.34740776,0.34959793,0.3579217,0.36086988,0.44681975,0.43900704,0.58006924,0.55903906,,,0.6622237,0.6513269,,,,
0.35381112,0.33946747,0.33762023,0.35184675,0.34821403,0.43857396,0.41768265,0.5656745,,,,0.6419713,0.62188655,,,,
0.33077133,,0.3138318,0.3307743,0.32681412,0.42323372,0.41709623,0.5678865,0.5611056,,,0.68124783,0.6789967,,,,
0.30170882,0.28177482,0.28215778,0.30072364,0.29566973,0.41493365,0.41047382,0.5860211,0.57028294,,0.7276198,0.72060454,0.7111769,,,,
0.27726203,0.25218886,0.25343463,0.26830128,0.26696974,0.3829089,0.37081894,0.55153817,0.55590314,,0.7302611,0.6978409,0.6927413,,,,
0.2534694,0.22401533,0.2288101,0.24306977,0.24007593,0.36245188,0.35195273,0.54475635,0.55630565,0.65906096,0.70642614,0.6832744,0.67635906,,,,
0.23827776,,,0.2357915,0.21998802,0.35187253,0.32840276,0.56098956,0.5466596,0.6429512,0.69238275,0.72075003,0.70039606,,0.75871193,,
,,,,,0.333889,0.28483093,0.5522239,0.5198345,,0.66702914,0.6747898,0.65332025,0.6634373,,,
,,,,,0.34697592,0.28259376,0.56328493,0.5156661,0.6347425,0.6603217,0.6770251,0.6291997,,,,
,,,,,0.35402104,0.3091309,0.59422034,0.53076917,0.7545251,0.6606618,0.69853354,0.655929,,,,
,,,,,0.36713207,,0.6178951,0.53772867,,0.6609167,0.7335715,0.70348805,,,,
,,,,,0.35086176,0.31832805,0.6359567,0.5418647,,0.6630726,0.74415433,,,,,
,,,,,0.31471193,,,,,,,,,,,
,,,,,0.29636508,0.29431462,,,,0.6876166,,,,,,
