nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y,real_time
0.10518339,0.05823644,0.051019218,0.09910504,0.08720398,0.38488653,0.36266047,0.70023876,0.70399976,,0.9532635,0.980701,0.97663265,,,,,0.041064978
0.18276331,0.13715437,0.1295139,0.16061814,0.14887354,0.40610757,0.3908579,0.72954816,0.724272,0.98000836,0.96447194,1.0000279,0.9978309,,,,,0.046861172
0.19124296,0.15255366,0.145145,0.18112575,0.16982597,0.42926762,0.41496584,0.72887677,0.7333997,,0.95565605,1.0039824,1.0077437,,,,,0.020697117
0.20553309,0.16609801,0.15696594,0.19767454,0.18617259,0.43618107,0.4022543,0.73774177,0.7187075,,0.9509218,1.0014737,0.9940601,,,,,0.044425964
0.20449331,0.16599639,0.1600773,0.2019436,0.19491969,0.4450351,0.40134424,0.7420364,0.7329886,,0.9535514,0.9981876,0.9913976,,,,,0.019743919
0.21128337,0.17559841,0.16970555,0.2104969,0.19870912,0.43444225,0.3992302,0.7336042,0.7100191,,0.94335747,0.9920438,0.98296547,,,,,0.02065587
0.2238918,0.1866719,0.1895662,0.22567707,0.2196472,0.4518329,0.42393154,0.73852664,0.7276818,,0.9475869,0.9915936,0.98576015,,,,,0.042893171
0.24637645,0.21182166,0.21053669,0.24606933,0.2392151,0.46819237,0.43277824,0.7436006,0.73013663,,0.9460291,0.98994553,0.9880934,,,,,0.048829079
0.2458129,0.21162203,0.21521251,0.24757046,0.24770266,0.46864796,0.43892023,0.74451774,0.7340239,,0.9587612,0.99055004,0.98502773,,,,,0.057523012
0.26235548,0.23321036,0.23504151,0.2698856,0.26618037,0.48174006,0.46135795,0.7408049,0.72895116,,,0.9819696,0.9834065,,,,,0.05683589
0.2722473,0.24012671,0.24153645,0.2699407,0.26353794,0.46921492,0.4452095,0.7376641,0.72665435,,0.9287518,0.9781955,0.9743701,,,,,0.043347836
0.27708006,0.24614674,0.24631023,0.2737447,0.26684946,0.47273928,0.43989986,0.733966,0.7037747,0.9722403,0.90562844,0.97084767,0.96728504,,,,,0.039856672
0.28357145,0.25238833,0.24991348,0.2785235,0.271629,0.47951677,0.46365118,0.7394551,0.71374726,0.96900165,0.904668,0.9838257,0.9826611,,,,,0.033945084
0.28601918,0.25469515,0.25082704,0.28088918,0.26912007,0.47145522,0.45284462,0.7322305,0.71577805,,0.9049194,0.97129655,0.96835434,,,,,0.04460001
0.28150722,0.25101846,0.24667989,0.28514755,0.271897,0.4781971,0.46050665,0.73613167,0.72126454,,0.90993774,0.9772629,0.9795644,,,,,0.043015957
0.28966638,0.26087126,0.25711706,0.2939329,0.27881002,0.4830282,0.4573948,0.7646817,0.72471833,,0.91400474,0.9839393,0.9856663,,,,,0.04135704
0.29355398,0.26132393,0.2598646,0.29095262,0.28231442,0.4881222,0.46309143,0.7456262,0.72878945,,0.9276115,0.98004085,0.9814911,,,,,0.035180092
0.2883669,0.2569702,0.25625625,0.2875949,0.2805073,0.48270497,0.45943058,0.7451301,0.7174885,,0.9134477,0.9819886,0.9795706,,,,,0.042315006
0.29579914,0.26355696,0.26007476,0.28578717,0.27702177,0.47500774,0.4567211,0.7444879,0.7213088,,0.91859394,0.97507966,0.9715898,,,,,0.051444054
0.2957049,0.2649402,0.25864914,0.28867742,0.27735084,0.4842739,0.46520483,0.75632286,0.725943,,0.9192471,0.9804156,0.9756286,,,,,0.03640604
0.29800013,0.2681147,0.25970015,0.29027897,0.27710825,0.4834739,0.4636514,0.7511065,0.723995,,0.9177245,0.98303306,0.9776356,,,,,0.03067112
0.29418647,0.26562452,0.25986692,0.289846,0.27905458,0.48376042,0.46069056,0.74681216,0.7122402,,0.9108801,0.976873,0.9659503,,,,,0.044744968
0.29009426,0.26123592,0.25306696,0.28882682,0.2752674,0.48310164,0.45770305,0.74858433,0.72078294,,0.91333896,0.98769313,0.9760008,,,,,0.040643215
0.2889665,0.25974464,0.25132358,0.2839153,0.27037,0.48072964,0.4564382,0.7570289,0.72346634,,0.91920495,0.98763657,0.97707963,,,,,0.031336069
0.28821453,0.25834078,0.2527683,0.2826391,0.27496603,0.4826671,0.4582117,0.75749844,0.71704316,,0.9066556,0.9793205,0.9764666,,,,,0.040154934
0.28730032,0.25637707,0.25117084,0.2795922,0.27161375,0.47571176,0.45473725,0.74904335,0.7246971,,0.9170787,0.98167676,0.9762996,,,,,0.041644096
0.2927441,0.2611543,0.25709423,0.28366122,0.27475822,0.48512703,0.45472655,0.75280106,0.725964,,0.9265792,0.9876385,0.98622334,,,,,0.055943251
0.29214785,0.26108143,0.25462955,0.28350523,0.2726341,0.47745466,0.4412712,0.74594086,0.7063569,,0.9090216,0.9803538,0.9710786,,,,,0.048370838
0.29313803,0.2636349,0.2597366,0.29099035,0.28028905,0.48347908,0.45712274,0.7457837,0.7167597,0.9839168,0.9182858,0.98323315,0.9737519,,,,,0.053184032
0.29477957,0.26320663,0.26117638,0.28834358,0.27905056,0.47901332,0.45686075,0.7446391,0.7224705,0.9812198,0.9309623,0.9778174,0.9770196,,,,,0.039614916
0.29306427,0.26190484,0.26023585,0.28869322,0.27843252,0.48019156,0.44406953,0.73923165,0.7069942,0.98595077,0.9175775,0.98471737,0.9760282,,,,,0.067363977
0.28914744,0.2588297,0.2572209,0.2876881,0.27902618,0.48407248,0.44483137,0.7506597,0.71175903,,0.9109571,0.9885699,0.9759588,,,,,0.044161081
0.2888068,0.25671613,0.25569212,0.28518397,0.27864796,0.48318073,0.44118854,0.74960494,0.7100262,,0.91771,0.9882451,0.97642,,,,,0.043708086
0.29562056,0.26176792,0.26074445,0.28693357,0.27974164,0.4804873,0.44852543,0.7388228,0.7080984,,0.9132385,0.98794293,0.9792399,,,,,0.04110074
0.29578102,0.26165786,0.2610017,0.28833663,0.28191015,0.49156585,0.46546322,0.74852115,0.7301065,,0.93405217,1.0013262,0.99466145,,,,,0.034461021
0.2989767,0.26274574,0.263085,0.2859636,0.28223705,0.49320328,0.46418083,0.75833416,0.7277098,,,0.99713176,0.9885168,,,,,0.047894001
0.29217502,0.25868648,0.25838485,0.28508365,0.28148568,0.49743694,0.4622904,0.7565501,0.72269845,,,0.9949891,0.98527557,,,,,0.038688183
0.2948531,0.26085725,0.2603163,0.28935263,0.2846867,0.50610965,0.47341,0.7667501,0.7353313,,0.935592,1.0023159,0.9940198,,,,,0.031070232
0.29581028,0.26210716,0.2587383,0.2884811,0.27960503,0.50231254,0.46148238,0.7559617,0.7216155,,0.92494243,0.9956977,0.9851374,,,,,0.046895981
0.29899824,0.265909,0.2623034,0.28957093,0.2813583,0.4977408,0.46453223,0.75511223,0.7212049,,0.93039227,0.99356705,0.98534,,,,,0.036803961
0.29752275,0.2639848,0.2615998,0.28651652,0.2793009,0.49623287,0.45955148,0.75377834,0.7125739,,0.92579484,0.99185246,0.97835785,,,,,0.051021099
0.30055788,0.26729953,0.26585552,0.2905422,0.28407586,0.49816355,0.46186012,0.750535,0.7249309,,,0.9985502,0.9888706,,,,,0.04453516
0.29655728,0.26314646,0.26172012,0.28942844,0.28237566,0.4940174,0.46184996,0.7447631,0.7273357,,,0.9953609,0.98448455,,,,,0.034110785
0.3010238,0.26507992,0.26482975,0.2843929,0.278838,0.48977906,0.45707145,0.74470264,0.72875243,,0.9438557,1.0065918,0.99960095,,,,,0.048215866
0.30094862,0.2647881,0.26447064,0.28456837,0.2802776,0.48628458,0.46693373,0.73956597,0.7361059,,,1.0009948,0.99499744,,,,,0.048211813
0.295703,0.2606705,0.26125082,0.28364956,0.27961814,0.48100364,0.46340024,0.73858726,0.7278358,,0.9462631,1.004688,1.0062006,,,,,0.036750078
0.29404932,0.2588198,0.2555465,0.27484077,0.27028096,0.4790751,0.46377584,0.73735946,0.7229817,0.97189915,,1.0022852,1.0064675,,,,,0.058932066
0.2903916,0.25521463,0.25278983,0.27438927,0.26540053,0.48010075,0.4692545,0.7391521,0.73654723,0.97380596,0.9181724,0.9961041,1.0021644,,,,,0.050163031
0.28976372,0.25182068,0.24890211,0.27117908,0.26278412,0.48856243,0.46834692,0.7439143,0.7308021,,0.92162156,0.99410754,0.9880975,,,,,0.048480988
0.28805807,0.25210348,0.24939506,0.2663425,0.25716263,0.47343954,0.44454697,0.7389074,0.72336453,,,0.98903304,0.9777938,,,,,0.046356916
0.28737846,0.2489126,0.24700049,0.26936823,0.25898615,0.49014747,0.47232172,0.76612973,0.7827394,0.9846453,,1.002462,1.0013715,,,,,0.064110994
0.2901151,0.24030294,0.23829174,0.26050812,0.24876182,0.48676142,0.45604217,0.78385216,0.7936062,0.987013,0.9548877,1.007525,1.0084147,,,,,0.04143095
0.2823589,0.22825426,0.23107284,0.25068024,0.2486158,0.5010148,0.4963413,0.77418774,0.7720454,0.97301936,,,1.0063548,,,,,0.03806901
0.2682489,0.21171755,0.21143018,0.24285953,0.24052042,0.48751587,0.48870862,0.75776905,0.7735755,0.9614552,0.9456324,1.0090307,1.0082594,,,,,0.034651041
0.24840944,0.18756802,0.18832906,0.21483602,0.21664514,0.48039496,0.49416658,0.80236965,0.8539054,,,1.026759,,,,,,0.043769836
0.20938025,0.14514796,0.14878543,0.1830768,0.18971814,0.46566772,0.48886633,0.80884147,0.91545975,,,,,,,,,0.041940928
0.1840326,0.10290941,0.10499774,0.13524278,0.119762845,0.4236735,0.35959113,0.73981106,,0.96883136,,,,,,,,0.04261899
0.176659,0.08901199,0.09373066,0.119563736,0.10821533,0.40616307,0.2876324,0.7358821,,0.9677534,,,,,,,,0.035670996
